ResponseId,Age,EdLevel,Employment,WorkExp,YearsCode,DevType,OrgSize,ICorPM,RemoteWork,Industry,Country,Currency,LanguageHaveWorkedWith,DatabaseHaveWorkedWith,annual_salary_usd
5113,35-44 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Independent contractor, freelancer, or self-employed",9,19,"Developer, full-stack",NA,NA,NA,Software Development,Czech Republic,CZK	Czech koruna,HTML/CSS;JavaScript;PHP;SQL;TypeScript,MariaDB;MySQL;Redis,50550
5114,25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,6,9,Data engineer,100 to 499 employees,Individual contributor,Remote,Software Development,United States of America,USD United States dollar,Bash/Shell (all shells);Go;Lua;Python;SQL,DuckDB;MySQL;PostgreSQL;Snowflake;SQLite,180000
5118,45-54 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,28,28,"Developer, full-stack","10,000 or more employees",Individual contributor,Remote,Energy,Brazil,BRL Brazilian real,C#;HTML/CSS;JavaScript;SQL,Microsoft SQL Server,24029
5119,35-44 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Independent contractor, freelancer, or self-employed",18,30,"Developer, game or graphics",NA,NA,NA,Software Development,Canada,CAD Canadian dollar,Assembly;Bash/Shell (all shells);C;Elixir;F#;GDScript;JavaScript;PHP;PowerShell;Python;Ruby;Rust;TypeScript,Elasticsearch;MariaDB;MySQL,80254
512,45-54 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,20,24,Data or business analyst,"5,000 to 9,999 employees",Individual contributor,"Your choice (very flexible, you can come in when you want or just as needed)",Energy,United States of America,USD United States dollar,Bash/Shell (all shells);HTML/CSS;Java;JavaScript;PHP;PowerShell;Python;R;SQL,BigQuery;Dynamodb;MariaDB;Microsoft Access;Microsoft SQL Server;MongoDB;MySQL;SQLite,200000
5122,25-34 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,5,10,Engineering manager,100 to 499 employees,Individual contributor,"Your choice (very flexible, you can come in when you want or just as needed)",Fintech,United Kingdom of Great Britain and Northern Ireland,GBP Pound sterling,Bash/Shell (all shells);Groovy;Java;Python;SQL,Elasticsearch;Microsoft SQL Server;PostgreSQL;SQLite,123889
5123,25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,5,8,"Developer, full-stack",500 to 999 employees,Individual contributor,"Hybrid (some in-person, leans heavy to flexibility)",Software Development,United Kingdom of Great Britain and Northern Ireland,GBP Pound sterling,JavaScript;Python;SQL,MySQL;PostgreSQL,59902
513,25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,5,9,"Developer, back-end",20 to 99 employees,Individual contributor,In-person,Banking/Financial Services,Tunisia,TND	Tunisian dinar,HTML/CSS;JavaScript;PHP;SQL,MySQL,9368
5136,18-24 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,3,10,"Developer, embedded applications or devices","10,000 or more employees",Individual contributor,In-person,Healthcare,United States of America,USD United States dollar,C;MATLAB;MicroPython;Python,NA,90000
5137,45-54 years old,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)","Independent contractor, freelancer, or self-employed",30,30,"Developer, full-stack","Just me - I am a freelancer, sole proprietor, etc.",NA,NA,Software Development,Romania,RON	Romanian leu,Bash/Shell (all shells);C#;HTML/CSS;JavaScript;PowerShell;SQL;Swift;TypeScript,Microsoft SQL Server;MySQL,126361
5142,35-44 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,12,20,Applied scientist,"1,000 to 4,999 employees",Individual contributor,"Your choice (very flexible, you can come in when you want or just as needed)",Government,United States of America,USD United States dollar,Bash/Shell (all shells);C#;JavaScript;Lua;PowerShell;Python;SQL,Microsoft SQL Server,250000
5146,35-44 years old,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Employed,15,25,"Developer, full-stack",100 to 499 employees,People manager,"Hybrid (some remote, leans heavy to in-person)",Software Development,Norway,NOK	Norwegian krone,Bash/Shell (all shells);C#;HTML/CSS;JavaScript;PowerShell;SQL;TypeScript,Cosmos DB;Elasticsearch;Microsoft SQL Server;PostgreSQL,108710
5150,18-24 years old,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Employed,2,4,"Developer, full-stack",20 to 99 employees,Individual contributor,"Your choice (very flexible, you can come in when you want or just as needed)",Software Development,Slovakia,EUR European Euro,C;C#;HTML/CSS;JavaScript;Python;TypeScript,Cloud Firestore;PostgreSQL,8121
5151,25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,15,15,"Developer, mobile","10,000 or more employees",Individual contributor,"Hybrid (some in-person, leans heavy to flexibility)",Software Development,Sweden,SEK	Swedish krona,Bash/Shell (all shells);Swift,NA,88050
5164,25-34 years old,Some college/university study without earning a degree,Employed,9,12,"Developer, full-stack",20 to 99 employees,Individual contributor,"Hybrid (some in-person, leans heavy to flexibility)",Software Development,Belgium,EUR European Euro,HTML/CSS;Java;JavaScript;PHP;SQL;TypeScript,MySQL;PostgreSQL;Redis;SQLite,46406
5167,18-24 years old,"Associate degree (A.A., A.S., etc.)",Employed,4,8,Cloud infrastructure engineer,500 to 999 employees,Individual contributor,"Your choice (very flexible, you can come in when you want or just as needed)",Banking/Financial Services,Canada,CAD Canadian dollar,C;C++;JavaScript;Perl;TypeScript,MariaDB;MySQL;Oracle;PostgreSQL,64933
5170,45-54 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,25,30,"Developer, full-stack",20 to 99 employees,Individual contributor,"Hybrid (some remote, leans heavy to in-person)",Software Development,Latvia,EUR European Euro,C#;HTML/CSS;JavaScript;MicroPython;Python;SQL;TypeScript,Microsoft SQL Server;MySQL;SQLite,48726
5173,25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,4,12,AI/ML engineer,Less than 20 employees,Individual contributor,"Hybrid (some in-person, leans heavy to flexibility)",Software Development,United States of America,USD United States dollar,Bash/Shell (all shells);Dart;HTML/CSS;Java;JavaScript;Kotlin;Python;Rust;SQL;TypeScript,PostgreSQL,140000
5178,55-64 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,27,40,Data engineer,100 to 499 employees,Individual contributor,"Hybrid (some remote, leans heavy to in-person)",Government,United States of America,USD United States dollar,C#;Python;SQL,Microsoft Access;Microsoft SQL Server;MySQL,125000
518,35-44 years old,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Employed,4,15,Applied scientist,100 to 499 employees,Individual contributor,"Hybrid (some remote, leans heavy to in-person)",Software Development,Denmark,DKK	Danish krone,Bash/Shell (all shells);F#;HTML/CSS;JavaScript;Lua;Python;R;Rust;TypeScript,NA,110109
5189,35-44 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,15,30,"Developer, QA or test",20 to 99 employees,Individual contributor,Remote,Higher Education,United States of America,USD United States dollar,Bash/Shell (all shells);HTML/CSS;JavaScript;Python;Ruby;SQL,MariaDB;MySQL;PostgreSQL;SQLite,90000
5191,25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,7,15,"Developer, full-stack",100 to 499 employees,Individual contributor,Remote,Software Development,Brazil,BRL Brazilian real,Bash/Shell (all shells);HTML/CSS;JavaScript;Lua;TypeScript,PostgreSQL;Redis;SQLite,65533
5196,35-44 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,20,25,"Developer, full-stack",20 to 99 employees,People manager,Remote,Media & Advertising Services,United States of America,USD United States dollar,HTML/CSS;JavaScript;PHP;Python;SQL;TypeScript,MySQL,140000
52,35-44 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,15,18,"Developer, game or graphics",100 to 499 employees,Individual contributor,"Hybrid (some in-person, leans heavy to flexibility)",Software Development,Netherlands,EUR European Euro,C#;C++;Lua;PowerShell;Python;R,NA,81210
520,18-24 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,1,6,"Developer, back-end","1,000 to 4,999 employees",Individual contributor,Remote,Banking/Financial Services,Turkey,USD United States dollar,HTML/CSS;Java;JavaScript;SQL;TypeScript,MongoDB;MySQL;Oracle,24000
5200,45-54 years old,"Associate degree (A.A., A.S., etc.)",Employed,30,35,"Architect, software or solutions",20 to 99 employees,People manager,Remote,Software Development,"Venezuela, Bolivarian Republic of...",USD United States dollar,Dart;Scala,PostgreSQL;Redis,32000
5207,35-44 years old,"Associate degree (A.A., A.S., etc.)",Employed,15,15,"Developer, mobile",500 to 999 employees,People manager,"Hybrid (some remote, leans heavy to in-person)",Software Development,Colombia,COP	Colombian peso,C++;Java;Kotlin;Python;Ruby;Swift,NA,76831
5214,35-44 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,20,26,Engineering manager,500 to 999 employees,People manager,Remote,Software Development,Germany,EUR European Euro,Bash/Shell (all shells);HTML/CSS;JavaScript;PowerShell;Python;SQL;TypeScript,Elasticsearch;MySQL;PostgreSQL;SQLite,145018
5221,25-34 years old,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",I prefer not to say,13,25,"Architect, software or solutions",NA,NA,NA,NA,Germany,EUR European Euro,Java;JavaScript;Python;SQL,Elasticsearch;MariaDB;PostgreSQL;SQLite,254851
5231,45-54 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Independent contractor, freelancer, or self-employed",28,32,"Developer, full-stack","1,000 to 4,999 employees",Individual contributor,"Your choice (very flexible, you can come in when you want or just as needed)",Banking/Financial Services,United Kingdom of Great Britain and Northern Ireland,GBP Pound sterling,Bash/Shell (all shells);HTML/CSS;Java;JavaScript;TypeScript,H2;MariaDB;MySQL,176984
5232,18-24 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,3,5,"Developer, full-stack","1,000 to 4,999 employees",Individual contributor,"Hybrid (some in-person, leans heavy to flexibility)",Government,United States of America,USD United States dollar,Go;Groovy;HTML/CSS;Java;JavaScript;Lua;Python;Rust;SQL;TypeScript;Gleam,Elasticsearch;MariaDB;PostgreSQL;Supabase,74000
5242,25-34 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,10,20,"Developer, full-stack",20 to 99 employees,Individual contributor,"Your choice (very flexible, you can come in when you want or just as needed)",Software Development,Germany,EUR European Euro,Dart;HTML/CSS;JavaScript;TypeScript,BigQuery;Cloud Firestore,104413
5246,35-44 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,18,23,"Developer, back-end",100 to 499 employees,Individual contributor,Remote,Banking/Financial Services,Ukraine,EUR European Euro,Bash/Shell (all shells);Go;HTML/CSS;Java;JavaScript;PowerShell;SQL;TypeScript,H2;Oracle;PostgreSQL;Redis;Clickhouse,24943
5251,25-34 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,6,15,"Developer, game or graphics",Less than 20 employees,Individual contributor,"Hybrid (some in-person, leans heavy to flexibility)",Healthcare,Italy,EUR European Euro,C#;C++;Rust,NA,49886
5267,25-34 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,1,13,Other (please specify):,100 to 499 employees,Individual contributor,"Hybrid (some in-person, leans heavy to flexibility)","Transportation, or Supply Chain",Japan,JPY	Japanese yen,Bash/Shell (all shells);C;C++;HTML/CSS;JavaScript;Lua;Python;Rust;TypeScript,NA,64736
5274,65 years or older,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,45,50,AI/ML engineer,"10,000 or more employees",Individual contributor,Remote,"Internet, Telecomm or Information Services",United States of America,USD United States dollar,Bash/Shell (all shells);JavaScript;PowerShell;Python;SQL,Databricks SQL;Dynamodb;Elasticsearch;Neo4J,300000
5275,55-64 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Independent contractor, freelancer, or self-employed",33,35,"Developer, full-stack","10,000 or more employees",Individual contributor,Remote,Healthcare,Canada,CAD Canadian dollar,C#;F#;HTML/CSS;JavaScript;Scala;SQL,MariaDB;Microsoft SQL Server;PostgreSQL;SQLite,72958
5286,35-44 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,10,15,"Developer, back-end","1,000 to 4,999 employees",Individual contributor,Remote,Software Development,Italy,EUR European Euro,Lua;PHP;TypeScript,Dynamodb;H2;MariaDB;MySQL;PostgreSQL;Redis,58007
5293,35-44 years old,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Employed,10,22,"Developer, back-end","10,000 or more employees",Individual contributor,"Hybrid (some remote, leans heavy to in-person)",Software Development,Switzerland,CHF	Swiss franc,Bash/Shell (all shells);C++;Java;PowerShell;Python;Rust;SQL,BigQuery,371979
53,35-44 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,20,25,"Architect, software or solutions",100 to 499 employees,People manager,"Hybrid (some remote, leans heavy to in-person)",Software Development,Egypt,EGP	Egyptian pound,Bash/Shell (all shells);C;C#;Go;HTML/CSS;JavaScript;Lua;PowerShell;Python;SQL;TypeScript;Zig,Cosmos DB;Elasticsearch;MongoDB;PostgreSQL;Redis;SQLite;Supabase,63909
5306,45-54 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,20,25,"Senior executive (C-suite, VP, etc.)",20 to 99 employees,People manager,Remote,Software Development,United States of America,USD United States dollar,Bash/Shell (all shells);Groovy;Java;Kotlin;Python;Rust;SQL,BigQuery;Cosmos DB;Databricks SQL;DuckDB;Elasticsearch;MongoDB;PostgreSQL;Redis,550000
5308,25-34 years old,Some college/university study without earning a degree,Employed,4,10,"Developer, full-stack",500 to 999 employees,Individual contributor,"Your choice (very flexible, you can come in when you want or just as needed)",Media & Advertising Services,Hungary,HUF	Hungarian forint,Bash/Shell (all shells);Go;HTML/CSS;Java;JavaScript;Lua;PHP;Python;SQL;TypeScript;Gleam,BigQuery;Cloud Firestore;Elasticsearch;MySQL;PostgreSQL;SQLite,43375
5315,25-34 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,5,9,AI/ML engineer,"1,000 to 4,999 employees",Individual contributor,"Hybrid (some remote, leans heavy to in-person)",Software Development,United Kingdom of Great Britain and Northern Ireland,GBP Pound sterling,Bash/Shell (all shells);C;C#;C++;JavaScript;OCaml;Rust;SQL;TypeScript,PostgreSQL,340354
5319,25-34 years old,Some college/university study without earning a degree,Employed,8,15,"Developer, back-end",500 to 999 employees,Individual contributor,"Your choice (very flexible, you can come in when you want or just as needed)",Software Development,Canada,CAD Canadian dollar,Bash/Shell (all shells);C;Elixir;HTML/CSS;JavaScript;SQL;TypeScript,Elasticsearch;InfluxDB;PostgreSQL;SQLite,131325
5327,18-24 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,1,6,"Developer, back-end","10,000 or more employees",Individual contributor,In-person,Fintech,United States of America,USD United States dollar,Bash/Shell (all shells);C;HTML/CSS;Java;JavaScript;Kotlin;Perl;PHP;PowerShell;Python;SQL;TypeScript,Elasticsearch;InfluxDB;MongoDB;PostgreSQL;Redis,120000
5328,25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,11,22,"Developer, back-end","10,000 or more employees",Individual contributor,"Hybrid (some in-person, leans heavy to flexibility)",Software Development,United States of America,USD United States dollar,Bash/Shell (all shells);C;C++;Go;Python;Rust;Swift;Zig;Mojo,NA,1950000
5329,45-54 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Independent contractor, freelancer, or self-employed",28,39,"Developer, back-end",NA,NA,NA,Software Development,United Kingdom of Great Britain and Northern Ireland,GBP Pound sterling,Bash/Shell (all shells);HTML/CSS;JavaScript;Python;SQL,PostgreSQL,122527
5332,45-54 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,32,43,"Architect, software or solutions","10,000 or more employees",Individual contributor,Remote,Software Development,United States of America,USD United States dollar,Assembly;C;C#;C++;Java;PowerShell;Python;SQL;TypeScript,Cosmos DB;Microsoft SQL Server,600000
5334,35-44 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,17,27,Engineering manager,20 to 99 employees,People manager,"Hybrid (some remote, leans heavy to in-person)",Media & Advertising Services,United States of America,USD United States dollar,Elixir;Go;HTML/CSS;JavaScript;Python;Ruby;SQL;TypeScript,BigQuery;PostgreSQL;SQLite,250000
5354,35-44 years old,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Employed,11,20,"Developer, AI apps or physical AI",20 to 99 employees,Individual contributor,"Your choice (very flexible, you can come in when you want or just as needed)",Healthcare,United Kingdom of Great Britain and Northern Ireland,GBP Pound sterling,Bash/Shell (all shells);HTML/CSS;MicroPython;Python;SQL,Dynamodb;MariaDB;MongoDB;PostgreSQL;Redis;SQLite,108913
5373,25-34 years old,"Associate degree (A.A., A.S., etc.)",Employed,10,20,"Architect, software or solutions",20 to 99 employees,People manager,"Hybrid (some remote, leans heavy to in-person)",Software Development,Germany,EUR European Euro,C#;Go;HTML/CSS;JavaScript;PowerShell;SQL;TypeScript,Microsoft SQL Server;Oracle;Redis,85851
5374,25-34 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,8,10,"Developer, back-end",20 to 99 employees,Individual contributor,"Hybrid (some remote, leans heavy to in-person)","Internet, Telecomm or Information Services",France,EUR European Euro,C;C++;Kotlin,MariaDB;PostgreSQL;Redis,51841
5378,25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,3,7,"Developer, full-stack","1,000 to 4,999 employees",Individual contributor,In-person,Manufacturing,Brazil,BRL Brazilian real,HTML/CSS;JavaScript;PHP,Elasticsearch;MariaDB;Microsoft SQL Server;MySQL;PostgreSQL;Supabase,17476
5391,35-44 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,22,30,"Developer, full-stack","10,000 or more employees",Individual contributor,Remote,Software Development,United States of America,USD United States dollar,Bash/Shell (all shells);HTML/CSS;JavaScript;Python;SQL,Oracle,185000
5393,35-44 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,12,20,"Developer, QA or test",100 to 499 employees,Individual contributor,Remote,Other:,United States of America,USD United States dollar,HTML/CSS;JavaScript;PHP;SQL,NA,72000
540,35-44 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,10,13,"Developer, full-stack",Less than 20 employees,Individual contributor,"Hybrid (some in-person, leans heavy to flexibility)",Media & Advertising Services,United Kingdom of Great Britain and Northern Ireland,GBP Pound sterling,HTML/CSS;JavaScript;PHP,MySQL,54457
5400,25-34 years old,"Associate degree (A.A., A.S., etc.)","Independent contractor, freelancer, or self-employed",6,10,"Developer, full-stack","Just me - I am a freelancer, sole proprietor, etc.",Individual contributor,"Your choice (very flexible, you can come in when you want or just as needed)",Software Development,United States of America,USD United States dollar,Bash/Shell (all shells);Go;HTML/CSS;JavaScript;Lua;PowerShell;Python;Rust;SQL;TypeScript,MongoDB;MySQL;PostgreSQL;SQLite;Supabase,100000
5404,25-34 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,6,8,"Developer, full-stack",Less than 20 employees,Individual contributor,In-person,Other:,United States of America,USD United States dollar,Bash/Shell (all shells);Fortran;Groovy;HTML/CSS;Java;JavaScript;Kotlin;PowerShell;Prolog;Python;Ruby;SQL;TypeScript;VBA,Microsoft Access;Microsoft SQL Server;MongoDB;PostgreSQL;SQLite,135000
5423,35-44 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,12,16,"Developer, back-end","1,000 to 4,999 employees",Individual contributor,Remote,Fintech,United Kingdom of Great Britain and Northern Ireland,GBP Pound sterling,Bash/Shell (all shells);JavaScript;Python;Rust;SQL;TypeScript;Gleam,MariaDB;MySQL;PostgreSQL;Redis,136141
5430,35-44 years old,"Associate degree (A.A., A.S., etc.)",Employed,15,20,"Developer, full-stack",100 to 499 employees,Individual contributor,Remote,Manufacturing,United States of America,USD United States dollar,Bash/Shell (all shells);C;C#;C++;HTML/CSS;JavaScript;PowerShell;Python;Rust;SQL;TypeScript,Cosmos DB;Microsoft SQL Server;Redis,275000
5432,35-44 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,8,7,"Developer, front-end","1,000 to 4,999 employees",People manager,"Hybrid (some remote, leans heavy to in-person)","Internet, Telecomm or Information Services",France,EUR European Euro,HTML/CSS;JavaScript;PHP;Python;SQL;TypeScript,Microsoft SQL Server;Redis,81210
5437,25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,8,10,"Developer, full-stack",Less than 20 employees,Individual contributor,Remote,Fintech,United Kingdom of Great Britain and Northern Ireland,GBP Pound sterling,HTML/CSS;JavaScript;Python;TypeScript,MongoDB,68071
544,45-54 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,30,40,"Developer, embedded applications or devices","1,000 to 4,999 employees",Individual contributor,Remote,Software Development,Canada,CAD Canadian dollar,C;C++;Kotlin;Python,NA,218875
5453,18-24 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,2,8,"Developer, full-stack",Less than 20 employees,Individual contributor,"Hybrid (some remote, leans heavy to in-person)",Software Development,Indonesia,IDR	Indonesian rupiah,HTML/CSS;JavaScript;SQL;TypeScript,PostgreSQL;Redis,2758
5463,25-34 years old,Some college/university study without earning a degree,Employed,2,3,"Developer, full-stack","10,000 or more employees",Individual contributor,"Your choice (very flexible, you can come in when you want or just as needed)",Software Development,Italy,EUR European Euro,HTML/CSS;Java;JavaScript;Lua;MicroPython;Python;Rust;SQL;TypeScript,Cassandra;Cosmos DB;Dynamodb;Elasticsearch;H2;MariaDB;MongoDB;PostgreSQL;Redis;SQLite,31904
5468,25-34 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,1,7,"Developer, full-stack",Less than 20 employees,Individual contributor,In-person,Software Development,Tunisia,TND	Tunisian dinar,Bash/Shell (all shells);Dart;Go;HTML/CSS;Java;JavaScript;PHP;PowerShell;Python;Rust;SQL;TypeScript,H2;PostgreSQL;Redis;SQLite;Supabase,4073
547,45-54 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,23,25,"Developer, full-stack",500 to 999 employees,Individual contributor,Remote,Software Development,United States of America,USD United States dollar,Bash/Shell (all shells);C;C#;C++;Go;JavaScript;MATLAB,MongoDB,138000
5473,18-24 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,5,15,"Developer, embedded applications or devices","10,000 or more employees",Individual contributor,"Hybrid (some remote, leans heavy to in-person)",Other:,United States of America,USD United States dollar,Bash/Shell (all shells);C;C++;HTML/CSS;JavaScript;Lua;Python;Rust,NA,120000
5474,45-54 years old,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Employed,15,10,Engineering manager,500 to 999 employees,People manager,"Hybrid (some remote, leans heavy to in-person)","Internet, Telecomm or Information Services",Portugal,EUR European Euro,C++;Fortran;MATLAB,Dynamodb;Microsoft SQL Server;PostgreSQL,104413
549,45-54 years old,Some college/university study without earning a degree,Employed,26,30,"Architect, software or solutions",20 to 99 employees,People manager,"Hybrid (some remote, leans heavy to in-person)","Internet, Telecomm or Information Services",Switzerland,CHF	Swiss franc,Bash/Shell (all shells);Elixir;Python;Rust,MariaDB;PostgreSQL,99194
5498,25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,12,15,"Developer, full-stack",100 to 499 employees,Individual contributor,"Hybrid (some in-person, leans heavy to flexibility)",Other:,United States of America,USD United States dollar,C#;F#;HTML/CSS;JavaScript;PowerShell;Python;SQL;TypeScript,Cosmos DB;Microsoft SQL Server;PostgreSQL,112000
5509,35-44 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,20,25,"Developer, full-stack",Less than 20 employees,Individual contributor,"Hybrid (some remote, leans heavy to in-person)",Software Development,United States of America,USD United States dollar,C#;HTML/CSS;JavaScript;PowerShell;SQL;Visual Basic (.Net),Cosmos DB;Microsoft SQL Server;MySQL;SQLite,145000
5513,45-54 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,26,30,"Developer, full-stack",20 to 99 employees,Individual contributor,"Your choice (very flexible, you can come in when you want or just as needed)",Software Development,Sweden,SEK	Swedish krona,C#;HTML/CSS;JavaScript;SQL;TypeScript,Microsoft SQL Server,66038
5516,35-44 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,6,6,"Developer, full-stack",20 to 99 employees,Individual contributor,"Hybrid (some remote, leans heavy to in-person)",Higher Education,United States of America,USD United States dollar,Bash/Shell (all shells);C;HTML/CSS;JavaScript;PHP;PowerShell;Ruby;SQL;TypeScript,MariaDB;Microsoft SQL Server;MySQL;PostgreSQL;Redis;SQLite,98000
5518,25-34 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Independent contractor, freelancer, or self-employed",5,8,AI/ML engineer,NA,NA,NA,Energy,France,EUR European Euro,Bash/Shell (all shells);HTML/CSS;JavaScript;Python;SQL;TypeScript,Dynamodb;Elasticsearch;MongoDB;PostgreSQL;Redis;Supabase;Amazon Redshift,127616
5524,35-44 years old,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Employed,9,13,Data scientist,"10,000 or more employees",Individual contributor,"Your choice (very flexible, you can come in when you want or just as needed)","Transportation, or Supply Chain",Denmark,DKK	Danish krone,Bash/Shell (all shells);Go;Python;SQL,Databricks SQL;Clickhouse,128304
5527,25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,7,11,"Developer, full-stack","10,000 or more employees",Individual contributor,"Hybrid (some in-person, leans heavy to flexibility)",Manufacturing,United States of America,USD United States dollar,Bash/Shell (all shells);C#;HTML/CSS;Java;JavaScript;PowerShell;Python;SQL;TypeScript,Microsoft SQL Server;Redis;SQLite,125000
5529,45-54 years old,"Associate degree (A.A., A.S., etc.)",Employed,5,5,"Developer, desktop or enterprise applications",500 to 999 employees,Individual contributor,"Hybrid (some in-person, leans heavy to flexibility)",Energy,United States of America,USD United States dollar,Bash/Shell (all shells);C#;HTML/CSS;JavaScript;PowerShell;SQL;TypeScript,Microsoft SQL Server;Oracle;SQLite,170000
5530,35-44 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,15,19,"Developer, back-end","10,000 or more employees",Individual contributor,"Hybrid (some in-person, leans heavy to flexibility)",Other:,Romania,RON	Romanian leu,Java,Cassandra,53273
5531,35-44 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,10,25,"Developer, back-end",100 to 499 employees,Individual contributor,"Hybrid (some remote, leans heavy to in-person)",Software Development,Germany,EUR European Euro,C#;C++;Delphi,MariaDB;Microsoft SQL Server;MySQL;SQLite,92812
5536,35-44 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,7,15,"Developer, full-stack",Less than 20 employees,Individual contributor,In-person,Government,United States of America,USD United States dollar,C++;HTML/CSS;Java;PHP;SQL,MySQL;Oracle,68000
5537,25-34 years old,Some college/university study without earning a degree,Employed,5,10,"Developer, full-stack",Less than 20 employees,Individual contributor,Remote,Other:,Brazil,BRL Brazilian real,HTML/CSS;Java;JavaScript;Ruby;SQL;TypeScript,Cloud Firestore;Firebase Realtime Database;PostgreSQL;Redis,8738
5538,25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,8,14,"Developer, desktop or enterprise applications",100 to 499 employees,Individual contributor,In-person,Retail and Consumer Services,Bolivia,BOB	Bolivian boliviano,Delphi,Oracle,6936
